cell_id,cycle,Q_Ah,V_initial,V_final,SOH
0,65,0.33325,3.8863,3.8290,0.97400
0,66,0.33311,3.8863,3.8291,0.97360
0,67,0.33297,3.8863,3.8291,0.97320
0,68,0.33284,3.8863,3.8290,0.97280
0,69,0.33270,3.8863,3.8290,0.97240
0,70,0.33256,3.8863,3.8290,0.97200
0,71,0.33243,3.8863,3.8291,0.97160
0,72,0.33229,3.8863,3.8291,0.97120
0,73,0.33215,3.8864,3.8291,0.97080
0,74,0.33202,3.8863,3.8291,0.97040
0,75,0.33188,3.8863,3.8291,0.97000
0,76,0.33174,3.8863,3.8291,0.96960
0,77,0.33160,3.8863,3.8290,0.96920
0,78,0.33147,3.8864,3.8291,0.96880
0,79,0.33133,3.8864,3.8291,0.96840
0,80,0.33119,3.8864,3.8291,0.96800
0,81,0.33106,3.8864,3.8291,0.96760
0,82,0.33092,3.8864,3.8291,0.96720
0,83,0.33078,3.8864,3.8291,0.96680
0,84,0.33065,3.8864,3.8292,0.96640
0,85,0.33051,3.8864,3.8291,0.96600
0,86,0.33037,3.8864,3.8291,0.96560
0,87,0.33024,3.8864,3.8291,0.96520
0,88,0.33010,3.8864,3.8292,0.96480
0,89,0.32996,3.8864,3.8291,0.96440
0,90,0.32983,3.8864,3.8292,0.96400
0,91,0.32969,3.8864,3.8292,0.96360
0,92,0.32955,3.8865,3.8292,0.96320
0,93,0.32941,3.8864,3.8291,0.96280
0,94,0.32928,3.8864,3.8292,0.96240
0,95,0.32914,3.8864,3.8291,0.96200
0,96,0.32900,3.8865,3.8292,0.96160
0,97,0.32887,3.8865,3.8292,0.96120
0,98,0.32873,3.8864,3.8292,0.96080
0,99,0.32859,3.8865,3.8292,0.96040
0,100,0.32846,3.8864,3.8292,0.96000
0,101,0.32832,3.8864,3.8292,0.95960
0,102,0.32818,3.8864,3.8292,0.95920
0,103,0.32805,3.8865,3.8292,0.95880
0,104,0.32791,3.8865,3.8292,0.95840
0,105,0.32777,3.8864,3.8292,0.95800
0,106,0.32764,3.8865,3.8292,0.95760
0,107,0.32750,3.8865,3.8292,0.95720
0,108,0.32736,3.8865,3.8292,0.95680
0,109,0.32723,3.8865,3.8292,0.95640
0,110,0.32709,3.8865,3.8292,0.95600
0,111,0.32695,3.8865,3.8292,0.95560
0,112,0.32681,3.8865,3.8293,0.95520
0,113,0.32668,3.8865,3.8293,0.95480
0,114,0.32654,3.8865,3.8293,0.95440
0,115,0.32640,3.8865,3.8293,0.95400
0,116,0.32627,3.8865,3.8292,0.95360
0,117,0.32613,3.8866,3.8293,0.95320
0,118,0.32599,3.8865,3.8293,0.95280
0,119,0.32586,3.8866,3.8293,0.95240
0,120,0.32572,3.8865,3.8293,0.95200
0,121,0.32558,3.8865,3.8293,0.95160
0,122,0.32545,3.8865,3.8293,0.95120
0,123,0.32531,3.8865,3.8293,0.95080
0,124,0.32517,3.8866,3.8293,0.95040
0,125,0.32504,3.8866,3.8293,0.95000
0,126,0.32490,3.8865,3.8293,0.94960
0,127,0.32476,3.8866,3.8293,0.94920
0,128,0.32462,3.8866,3.8293,0.94880
0,129,0.32449,3.8866,3.8293,0.94840
0,130,0.32435,3.8866,3.8293,0.94800
0,131,0.32421,3.8866,3.8293,0.94760
0,132,0.32408,3.8866,3.8294,0.94720
0,133,0.32394,3.8866,3.8294,0.94680
0,134,0.32380,3.8866,3.8293,0.94640
0,135,0.32367,3.8866,3.8293,0.94600
0,136,0.32353,3.8866,3.8293,0.94560
0,137,0.32339,3.8866,3.8294,0.94520
0,138,0.32326,3.8866,3.8294,0.94480
0,139,0.32312,3.8866,3.8294,0.94440
0,140,0.32298,3.8866,3.8294,0.94400
0,141,0.32285,3.8866,3.8294,0.94360
0,142,0.32271,3.8866,3.8294,0.94320
0,143,0.32257,3.8866,3.8294,0.94280
0,144,0.32244,3.8866,3.8294,0.94240
0,145,0.32230,3.8867,3.8294,0.94200
0,146,0.32216,3.8867,3.8294,0.94160
0,147,0.32202,3.8866,3.8294,0.94120
0,148,0.32189,3.8866,3.8294,0.94080
0,149,0.32175,3.8867,3.8294,0.94040
0,150,0.32161,3.8867,3.8294,0.94000
0,151,0.32148,3.8867,3.8294,0.93960
0,152,0.32134,3.8867,3.8294,0.93920
0,153,0.32120,3.8867,3.8294,0.93880
0,154,0.32107,3.8867,3.8294,0.93840
0,155,0.32093,3.8867,3.8294,0.93800
0,156,0.32079,3.8867,3.8295,0.93760
0,157,0.32066,3.8867,3.8294,0.93720
0,158,0.32052,3.8867,3.8295,0.93680
0,159,0.32038,3.8867,3.8294,0.93640
0,160,0.32025,3.8867,3.8295,0.93600
0,161,0.32011,3.8867,3.8294,0.93560
0,162,0.31997,3.8867,3.8295,0.93520
0,163,0.31983,3.8867,3.8295,0.93480
0,164,0.31970,3.8868,3.8295,0.93440
0,165,0.31956,3.8867,3.8295,0.93400
0,166,0.31942,3.8867,3.8294,0.93360
0,167,0.31929,3.8867,3.8295,0.93320
0,168,0.31915,3.8867,3.8295,0.93280
0,169,0.31901,3.8867,3.8295,0.93240
0,170,0.31888,3.8868,3.8295,0.93200
0,171,0.31874,3.8867,3.8295,0.93160
0,172,0.31860,3.8867,3.8295,0.93120
0,173,0.31847,3.8868,3.8295,0.93080
0,174,0.31833,3.8868,3.8295,0.93040
0,175,0.31819,3.8867,3.8295,0.93000
0,176,0.31806,3.8868,3.8295,0.92960
0,177,0.31792,3.8868,3.8295,0.92920
0,178,0.31778,3.8868,3.8295,0.92880
0,179,0.31765,3.8868,3.8295,0.92840
0,180,0.31751,3.8868,3.8296,0.92800
0,181,0.31737,3.8868,3.8296,0.92760
0,182,0.31723,3.8868,3.8295,0.92720
0,183,0.31710,3.8868,3.8295,0.92680
0,184,0.31696,3.8868,3.8295,0.92640
0,185,0.31682,3.8868,3.8295,0.92600
0,186,0.31669,3.8868,3.8295,0.92560
0,187,0.31655,3.8868,3.8296,0.92520
0,188,0.31641,3.8868,3.8296,0.92480
0,189,0.31628,3.8868,3.8296,0.92440
0,190,0.31614,3.8868,3.8296,0.92400
0,191,0.31600,3.8868,3.8296,0.92360
0,192,0.31587,3.8868,3.8296,0.92320
0,193,0.31573,3.8868,3.8296,0.92280
0,194,0.31559,3.8868,3.8296,0.92240
0,195,0.31546,3.8868,3.8296,0.92200
0,196,0.31532,3.8868,3.8296,0.92160
0,197,0.31518,3.8868,3.8296,0.92120
0,198,0.31504,3.8868,3.8296,0.92080
0,199,0.31491,3.8869,3.8296,0.92040
0,200,0.31477,3.8869,3.8296,0.92000
1,1,0.34196,3.8860,3.8288,0.99960
1,2,0.34182,3.8861,3.8288,0.99920
1,3,0.34169,3.8860,3.8288,0.99880
1,4,0.34155,3.8860,3.8288,0.99840
1,5,0.34141,3.8860,3.8288,0.99800
1,6,0.34128,3.8861,3.8288,0.99760
1,7,0.34114,3.8861,3.8288,0.99720
1,8,0.34100,3.8861,3.8288,0.99680
1,9,0.34086,3.8860,3.8288,0.99640
1,10,0.34073,3.8861,3.8288,0.99600
1,11,0.34059,3.8861,3.8288,0.99560
1,12,0.34045,3.8861,3.8288,0.99520
1,13,0.34032,3.8861,3.8288,0.99480
1,14,0.34018,3.8861,3.8288,0.99440
1,15,0.34004,3.8861,3.8288,0.99400
1,16,0.33991,3.8861,3.8289,0.99360
1,17,0.33977,3.8862,3.8289,0.99320
1,18,0.33963,3.8861,3.8288,0.99280
1,19,0.33950,3.8861,3.8288,0.99240
1,20,0.33936,3.8861,3.8289,0.99200
1,21,0.33922,3.8861,3.8289,0.99160
1,22,0.33909,3.8861,3.8289,0.99120
1,23,0.33895,3.8861,3.8289,0.99080
1,24,0.33881,3.8861,3.8289,0.99040
1,25,0.33868,3.8862,3.8289,0.99000
1,26,0.33854,3.8862,3.8289,0.98960
1,27,0.33840,3.8861,3.8289,0.98920
1,28,0.33826,3.8862,3.8289,0.98880
1,29,0.33813,3.8862,3.8289,0.98840
1,30,0.33799,3.8862,3.8289,0.98800
1,31,0.33785,3.8862,3.8289,0.98760
1,32,0.33772,3.8862,3.8289,0.98720
1,33,0.33758,3.8862,3.8289,0.98680
1,34,0.33744,3.8862,3.8290,0.98640
1,35,0.33731,3.8862,3.8289,0.98600
1,36,0.33717,3.8862,3.8289,0.98560
1,37,0.33703,3.8861,3.8289,0.98520
1,38,0.33690,3.8862,3.8289,0.98480
1,39,0.33676,3.8862,3.8289,0.98440
1,40,0.33662,3.8862,3.8290,0.98400
1,41,0.33649,3.8862,3.8289,0.98360
1,42,0.33635,3.8862,3.8290,0.98320
1,43,0.33621,3.8862,3.8289,0.98280
1,44,0.33608,3.8862,3.8290,0.98240
1,45,0.33594,3.8862,3.8290,0.98200
1,46,0.33580,3.8863,3.8290,0.98160
1,47,0.33566,3.8863,3.8290,0.98120
1,48,0.33553,3.8862,3.8290,0.98080
1,49,0.33539,3.8862,3.8290,0.98040
1,50,0.33525,3.8863,3.8290,0.98000
1,51,0.33512,3.8863,3.8290,0.97960
1,52,0.33498,3.8862,3.8290,0.97920
1,53,0.33484,3.8863,3.8290,0.97880
1,54,0.33471,3.8863,3.8290,0.97840
1,55,0.33457,3.8863,3.8290,0.97800
1,56,0.33443,3.8863,3.8290,0.97760
1,57,0.33430,3.8863,3.8290,0.97720
1,58,0.33416,3.8862,3.8290,0.97680
1,59,0.33402,3.8863,3.8290,0.97640
1,60,0.33389,3.8863,3.8290,0.97600
1,61,0.33375,3.8863,3.8290,0.97560
1,62,0.33361,3.8863,3.8291,0.97520
1,63,0.33348,3.8863,3.8291,0.97480
1,64,0.33334,3.8863,3.8290,0.97440
1,65,0.33320,3.8863,3.8290,0.97400
1,66,0.33306,3.8863,3.8290,0.97360
1,67,0.33293,3.8864,3.8291,0.97320
1,68,0.33279,3.8863,3.8291,0.97280
1,69,0.33265,3.8864,3.8291,0.97240
1,70,0.33252,3.8863,3.8291,0.97200
1,71,0.33238,3.8864,3.8291,0.97160
1,72,0.33224,3.8863,3.8291,0.97120
1,73,0.33211,3.8864,3.8291,0.97080
1,74,0.33197,3.8864,3.8291,0.97040
1,75,0.33183,3.8864,3.8291,0.97000
1,76,0.33170,3.8864,3.8291,0.96960
1,77,0.33156,3.8863,3.8291,0.96920
1,78,0.33142,3.8864,3.8291,0.96880
1,79,0.33129,3.8864,3.8291,0.96840
1,80,0.33115,3.8864,3.8291,0.96800
1,81,0.33101,3.8864,3.8291,0.96760
1,82,0.33088,3.8864,3.8291,0.96720
1,83,0.33074,3.8864,3.8291,0.96680
1,84,0.33060,3.8864,3.8291,0.96640
1,85,0.33046,3.8864,3.8292,0.96600
1,86,0.33033,3.8864,3.8291,0.96560
1,87,0.33019,3.8864,3.8291,0.96520
1,88,0.33005,3.8864,3.8291,0.96480
1,89,0.32992,3.8864,3.8292,0.96440
1,90,0.32978,3.8864,3.8291,0.96400
1,91,0.32964,3.8864,3.8291,0.96360
1,92,0.32951,3.8864,3.8292,0.96320
1,93,0.32937,3.8864,3.8292,0.96280
1,94,0.32923,3.8865,3.8292,0.96240
1,95,0.32910,3.8865,3.8292,0.96200
1,96,0.32896,3.8864,3.8292,0.96160
1,97,0.32882,3.8865,3.8292,0.96120
1,98,0.32869,3.8864,3.8292,0.96080
1,99,0.32855,3.8865,3.8292,0.96040
1,100,0.32841,3.8864,3.8292,0.96000
1,101,0.32828,3.8865,3.8292,0.95960
1,102,0.32814,3.8865,3.8292,0.95920
1,103,0.32800,3.8865,3.8292,0.95880
1,104,0.32787,3.8865,3.8292,0.95840
1,105,0.32773,3.8865,3.8292,0.95800
1,106,0.32759,3.8865,3.8292,0.95760
1,107,0.32745,3.8865,3.8292,0.95720
1,108,0.32732,3.8865,3.8293,0.95680
1,109,0.32718,3.8865,3.8292,0.95640
1,110,0.32704,3.8865,3.8293,0.95600
1,111,0.32691,3.8865,3.8292,0.95560
1,112,0.32677,3.8865,3.8292,0.95520
1,113,0.32663,3.8865,3.8293,0.95480
1,114,0.32650,3.8865,3.8292,0.95440
1,115,0.32636,3.8865,3.8293,0.95400
1,116,0.32622,3.8865,3.8293,0.95360
1,117,0.32609,3.8865,3.8293,0.95320
1,118,0.32595,3.8866,3.8293,0.95280
1,119,0.32581,3.8865,3.8293,0.95240
1,120,0.32568,3.8865,3.8292,0.95200
1,121,0.32554,3.8865,3.8293,0.95160
1,122,0.32540,3.8866,3.8293,0.95120
1,123,0.32527,3.8866,3.8293,0.95080
1,124,0.32513,3.8866,3.8293,0.95040
1,125,0.32499,3.8865,3.8293,0.95000
1,126,0.32485,3.8866,3.8293,0.94960
1,127,0.32472,3.8866,3.8293,0.94920
1,128,0.32458,3.8866,3.8293,0.94880
1,129,0.32444,3.8866,3.8293,0.94840
1,130,0.32431,3.8866,3.8293,0.94800
1,131,0.32417,3.8866,3.8293,0.94760
1,132,0.32403,3.8866,3.8294,0.94720
1,133,0.32390,3.8866,3.8294,0.94680
1,134,0.32376,3.8866,3.8293,0.94640
1,135,0.32362,3.8866,3.8294,0.94600
1,136,0.32349,3.8866,3.8293,0.94560
1,137,0.32335,3.8866,3.8294,0.94520
1,138,0.32321,3.8866,3.8294,0.94480
1,139,0.32308,3.8866,3.8294,0.94440
1,140,0.32294,3.8866,3.8294,0.94400
1,141,0.32280,3.8866,3.8294,0.94360
1,142,0.32267,3.8866,3.8294,0.94320
1,143,0.32253,3.8866,3.8294,0.94280
1,144,0.32239,3.8866,3.8294,0.94240
1,145,0.32225,3.8866,3.8294,0.94200
1,146,0.32212,3.8867,3.8294,0.94160
1,147,0.32198,3.8867,3.8294,0.94120
1,148,0.32184,3.8866,3.8294,0.94080
1,149,0.32171,3.8866,3.8294,0.94040
1,150,0.32157,3.8867,3.8294,0.94000
1,151,0.32143,3.8867,3.8294,0.93960
1,152,0.32130,3.8867,3.8294,0.93920
1,153,0.32116,3.8867,3.8294,0.93880
1,154,0.32102,3.8867,3.8294,0.93840
1,155,0.32089,3.8867,3.8295,0.93800
1,156,0.32075,3.8867,3.8294,0.93760
1,157,0.32061,3.8867,3.8294,0.93720
1,158,0.32048,3.8867,3.8294,0.93680
1,159,0.32034,3.8867,3.8295,0.93640
1,160,0.32020,3.8867,3.8294,0.93600
1,161,0.32007,3.8867,3.8294,0.93560
1,162,0.31993,3.8867,3.8295,0.93520
1,163,0.31979,3.8867,3.8295,0.93480
1,164,0.31965,3.8867,3.8295,0.93440
1,165,0.31952,3.8868,3.8295,0.93400
1,166,0.31938,3.8868,3.8295,0.93360
1,167,0.31924,3.8868,3.8295,0.93320
1,168,0.31911,3.8867,3.8295,0.93280
1,169,0.31897,3.8867,3.8295,0.93240
1,170,0.31883,3.8868,3.8295,0.93200
1,171,0.31870,3.8867,3.8295,0.93160
1,172,0.31856,3.8867,3.8295,0.93120
1,173,0.31842,3.8868,3.8295,0.93080
1,174,0.31829,3.8868,3.8295,0.93040
1,175,0.31815,3.8868,3.8295,0.93000
1,176,0.31801,3.8868,3.8295,0.92960
1,177,0.31788,3.8867,3.8295,0.92920
1,178,0.31774,3.8868,3.8295,0.92880
1,179,0.31760,3.8868,3.8295,0.92840
1,180,0.31747,3.8868,3.8296,0.92800
1,181,0.31733,3.8868,3.8295,0.92760
1,182,0.31719,3.8868,3.8295,0.92720
1,183,0.31705,3.8868,3.8295,0.92680
1,184,0.31692,3.8868,3.8295,0.92640
1,185,0.31678,3.8868,3.8295,0.92600
1,186,0.31664,3.8868,3.8295,0.92560
1,187,0.31651,3.8868,3.8296,0.92520
1,188,0.31637,3.8868,3.8296,0.92480
1,189,0.31623,3.8868,3.8296,0.92440
1,190,0.31610,3.8868,3.8296,0.92400
1,191,0.31596,3.8869,3.8296,0.92360
1,192,0.31582,3.8868,3.8296,0.92320
1,193,0.31569,3.8869,3.8296,0.92280
1,194,0.31555,3.8868,3.8296,0.92240
1,195,0.31541,3.8868,3.8296,0.92200
1,196,0.31528,3.8869,3.8296,0.92160
1,197,0.31514,3.8869,3.8296,0.92120
1,198,0.31500,3.8869,3.8296,0.92080
1,199,0.31487,3.8869,3.8296,0.92040
1,200,0.31473,3.8869,3.8296,0.92000
2,1,0.34153,3.8861,3.8288,0.99960
2,2,0.34139,3.8861,3.8288,0.99920
2,3,0.34125,3.8861,3.8288,0.99880
2,4,0.34112,3.8861,3.8288,0.99840
2,5,0.34098,3.8861,3.8288,0.99800
2,6,0.34084,3.8861,3.8288,0.99760
2,7,0.34071,3.8861,3.8289,0.99720
2,8,0.34057,3.8861,3.8288,0.99680
2,9,0.34043,3.8861,3.8288,0.99640
2,10,0.34030,3.8861,3.8288,0.99600
2,11,0.34016,3.8861,3.8288,0.99560
2,12,0.34002,3.8861,3.8288,0.99520
2,13,0.33989,3.8861,3.8288,0.99480
2,14,0.33975,3.8862,3.8289,0.99440
2,15,0.33961,3.8861,3.8289,0.99400
2,16,0.33948,3.8861,3.8288,0.99360
2,17,0.33934,3.8861,3.8289,0.99320
2,18,0.33920,3.8861,3.8288,0.99280
2,19,0.33907,3.8862,3.8289,0.99240
2,20,0.33893,3.8861,3.8289,0.99200
2,21,0.33879,3.8862,3.8289,0.99160
2,22,0.33866,3.8862,3.8289,0.99120
2,23,0.33852,3.8862,3.8289,0.99080
2,24,0.33838,3.8862,3.8289,0.99040
2,25,0.33825,3.8862,3.8289,0.99000
2,26,0.33811,3.8862,3.8289,0.98960
2,27,0.33797,3.8862,3.8289,0.98920
2,28,0.33784,3.8861,3.8289,0.98880
2,29,0.33770,3.8862,3.8289,0.98840
2,30,0.33756,3.8862,3.8289,0.98800
2,31,0.33743,3.8862,3.8289,0.98760
2,32,0.33729,3.8861,3.8289,0.98720
2,33,0.33715,3.8862,3.8289,0.98680
2,34,0.33702,3.8862,3.8290,0.98640
2,35,0.33688,3.8862,3.8289,0.98600
2,36,0.33674,3.8862,3.8290,0.98560
2,37,0.33661,3.8862,3.8289,0.98520
2,38,0.33647,3.8862,3.8290,0.98480
2,39,0.33633,3.8862,3.8290,0.98440
2,40,0.33620,3.8862,3.8290,0.98400
2,41,0.33606,3.8862,3.8290,0.98360
2,42,0.33592,3.8862,3.8290,0.98320
2,43,0.33579,3.8862,3.8290,0.98280
2,44,0.33565,3.8862,3.8290,0.98240
2,45,0.33551,3.8863,3.8290,0.98200
2,46,0.33538,3.8863,3.8290,0.98160
2,47,0.33524,3.8863,3.8290,0.98120
2,48,0.33510,3.8862,3.8290,0.98080
2,49,0.33497,3.8863,3.8290,0.98040
2,50,0.33483,3.8863,3.8290,0.98000
2,51,0.33469,3.8862,3.8290,0.97960
2,52,0.33456,3.8863,3.8290,0.97920
2,53,0.33442,3.8863,3.8290,0.97880
2,54,0.33428,3.8863,3.8290,0.97840
2,55,0.33415,3.8863,3.8290,0.97800
2,56,0.33401,3.8863,3.8290,0.97760
2,57,0.33387,3.8863,3.8290,0.97720
2,58,0.33374,3.8863,3.8290,0.97680
2,59,0.33360,3.8863,3.8291,0.97640
2,60,0.33346,3.8863,3.8290,0.97600
2,61,0.33333,3.8863,3.8290,0.97560
2,62,0.33319,3.8863,3.8291,0.97520
2,63,0.33305,3.8863,3.8291,0.97480
2,64,0.33292,3.8863,3.8290,0.97440
2,65,0.33278,3.8863,3.8291,0.97400
2,66,0.33264,3.8863,3.8291,0.97360
2,67,0.33251,3.8863,3.8291,0.97320
2,68,0.33237,3.8863,3.8291,0.97280
2,69,0.33223,3.8863,3.8291,0.97240
2,70,0.33210,3.8863,3.8291,0.97200
2,71,0.33196,3.8863,3.8291,0.97160
2,72,0.33182,3.8863,3.8291,0.97120
2,73,0.33169,3.8864,3.8291,0.97080
2,74,0.33155,3.8864,3.8291,0.97040
2,75,0.33141,3.8864,3.8291,0.97000
2,76,0.33128,3.8863,3.8291,0.96960
2,77,0.33114,3.8864,3.8292,0.96920
2,78,0.33100,3.8864,3.8291,0.96880
2,79,0.33087,3.8864,3.8291,0.96840
2,80,0.33073,3.8864,3.8291,0.96800
2,81,0.33059,3.8864,3.8291,0.96760
2,82,0.33046,3.8864,3.8291,0.96720
2,83,0.33032,3.8864,3.8291,0.96680
2,84,0.33018,3.8864,3.8292,0.96640
2,85,0.33005,3.8864,3.8291,0.96600
2,86,0.32991,3.8864,3.8291,0.96560
2,87,0.32977,3.8864,3.8291,0.96520
2,88,0.32964,3.8865,3.8292,0.96480
2,89,0.32950,3.8864,3.8292,0.96440
2,90,0.32936,3.8864,3.8292,0.96400
2,91,0.32923,3.8864,3.8291,0.96360
2,92,0.32909,3.8864,3.8292,0.96320
2,93,0.32895,3.8864,3.8292,0.96280
2,94,0.32882,3.8864,3.8292,0.96240
2,95,0.32868,3.8864,3.8292,0.96200
2,96,0.32854,3.8864,3.8292,0.96160
2,97,0.32841,3.8865,3.8292,0.96120
2,98,0.32827,3.8864,3.8292,0.96080
2,99,0.32813,3.8864,3.8292,0.96040
2,100,0.32800,3.8865,3.8292,0.96000
2,101,0.32786,3.8865,3.8292,0.95960
2,102,0.32772,3.8865,3.8292,0.95920
2,103,0.32759,3.8865,3.8292,0.95880
2,104,0.32745,3.8865,3.8292,0.95840
2,105,0.32731,3.8865,3.8292,0.95800
2,106,0.32718,3.8865,3.8293,0.95760
2,107,0.32704,3.8865,3.8292,0.95720
2,108,0.32690,3.8865,3.8293,0.95680
2,109,0.32677,3.8865,3.8293,0.95640
2,110,0.32663,3.8865,3.8292,0.95600
2,111,0.32649,3.8865,3.8293,0.95560
2,112,0.32636,3.8865,3.8293,0.95520
2,113,0.32622,3.8865,3.8293,0.95480
2,114,0.32608,3.8865,3.8293,0.95440
2,115,0.32595,3.8865,3.8293,0.95400
2,116,0.32581,3.8865,3.8292,0.95360
2,117,0.32567,3.8866,3.8293,0.95320
2,118,0.32554,3.8866,3.8293,0.95280
2,119,0.32540,3.8865,3.8292,0.95240
2,120,0.32526,3.8866,3.8293,0.95200
2,121,0.32513,3.8865,3.8293,0.95160
2,122,0.32499,3.8866,3.8293,0.95120
2,123,0.32485,3.8866,3.8293,0.95080
2,124,0.32472,3.8866,3.8293,0.95040
2,125,0.32458,3.8866,3.8293,0.95000
2,126,0.32444,3.8865,3.8293,0.94960
2,127,0.32431,3.8866,3.8293,0.94920
2,128,0.32417,3.8866,3.8293,0.94880
2,129,0.32403,3.8866,3.8293,0.94840
2,130,0.32390,3.8866,3.8293,0.94800
2,131,0.32376,3.8866,3.8293,0.94760
2,132,0.32362,3.8866,3.8293,0.94720
2,133,0.32349,3.8867,3.8294,0.94680
2,134,0.32335,3.8866,3.8294,0.94640
2,135,0.32321,3.8866,3.8293,0.94600
2,136,0.32308,3.8866,3.8294,0.94560
2,137,0.32294,3.8866,3.8293,0.94520
2,138,0.32280,3.8866,3.8293,0.94480
2,139,0.32267,3.8866,3.8294,0.94440
2,140,0.32253,3.8866,3.8294,0.94400
2,141,0.32239,3.8867,3.8294,0.94360
2,142,0.32226,3.8867,3.8294,0.94320
2,143,0.32212,3.8867,3.8294,0.94280
2,144,0.32198,3.8867,3.8294,0.94240
2,145,0.32185,3.8867,3.8294,0.94200
2,146,0.32171,3.8867,3.8294,0.94160
2,147,0.32157,3.8867,3.8294,0.94120
2,148,0.32144,3.8867,3.8294,0.94080
2,149,0.32130,3.8867,3.8294,0.94040
2,150,0.32116,3.8867,3.8294,0.94000
2,151,0.32103,3.8867,3.8294,0.93960
2,152,0.32089,3.8867,3.8294,0.93920
2,153,0.32075,3.8867,3.8294,0.93880
2,154,0.32062,3.8867,3.8294,0.93840
2,155,0.32048,3.8867,3.8294,0.93800
2,156,0.32034,3.8867,3.8294,0.93760
2,157,0.32021,3.8867,3.8294,0.93720
2,158,0.32007,3.8867,3.8295,0.93680
2,159,0.31993,3.8867,3.8294,0.93640
2,160,0.31980,3.8867,3.8295,0.93600
2,161,0.31966,3.8868,3.8295,0.93560
2,162,0.31952,3.8867,3.8295,0.93520
2,163,0.31939,3.8867,3.8295,0.93480
2,164,0.31925,3.8867,3.8295,0.93440
2,165,0.31911,3.8867,3.8295,0.93400
2,166,0.31898,3.8867,3.8295,0.93360
2,167,0.31884,3.8867,3.8295,0.93320
2,168,0.31870,3.8868,3.8295,0.93280
2,169,0.31857,3.8867,3.8295,0.93240
2,170,0.31843,3.8867,3.8295,0.93200
2,171,0.31829,3.8868,3.8295,0.93160
2,172,0.31816,3.8867,3.8295,0.93120
2,173,0.31802,3.8867,3.8295,0.93080
2,174,0.31788,3.8868,3.8295,0.93040
2,175,0.31775,3.8868,3.8295,0.93000
2,176,0.31761,3.8868,3.8295,0.92960
2,177,0.31747,3.8868,3.8295,0.92920
2,178,0.31734,3.8868,3.8295,0.92880
2,179,0.31720,3.8868,3.8295,0.92840
2,180,0.31706,3.8868,3.8296,0.92800
