cell_id,cycle,Q_Ah,V_initial,V_final,SOH
0,72,0.12089,3.8927,3.8356,0.97840
0,73,0.12085,3.8927,3.8356,0.97810
0,74,0.12082,3.8927,3.8356,0.97780
0,75,0.12078,3.8927,3.8356,0.97750
0,76,0.12074,3.8927,3.8356,0.97720
0,77,0.12071,3.8927,3.8356,0.97690
0,78,0.12067,3.8927,3.8356,0.97660
0,79,0.12063,3.8927,3.8356,0.97630
0,80,0.12060,3.8927,3.8356,0.97600
0,81,0.12056,3.8927,3.8356,0.97570
0,82,0.12052,3.8927,3.8356,0.97540
0,83,0.12048,3.8927,3.8356,0.97510
0,84,0.12045,3.8927,3.8356,0.97480
0,85,0.12041,3.8927,3.8356,0.97450
0,86,0.12037,3.8927,3.8356,0.97420
0,87,0.12034,3.8927,3.8356,0.97390
0,88,0.12030,3.8927,3.8356,0.97360
0,89,0.12026,3.8927,3.8356,0.97330
0,90,0.12022,3.8927,3.8356,0.97300
0,91,0.12019,3.8927,3.8356,0.97270
0,92,0.12015,3.8927,3.8356,0.97240
0,93,0.12011,3.8927,3.8356,0.97210
0,94,0.12008,3.8927,3.8356,0.97180
0,95,0.12004,3.8927,3.8356,0.97150
0,96,0.12000,3.8927,3.8356,0.97120
0,97,0.11996,3.8927,3.8356,0.97090
0,98,0.11993,3.8927,3.8356,0.97060
0,99,0.11989,3.8927,3.8356,0.97030
0,100,0.11985,3.8927,3.8356,0.97000
1,1,0.12352,3.8926,3.8355,0.99970
1,2,0.12349,3.8926,3.8355,0.99940
1,3,0.12345,3.8926,3.8355,0.99910
1,4,0.12341,3.8926,3.8355,0.99880
1,5,0.12337,3.8926,3.8355,0.99850
1,6,0.12334,3.8926,3.8355,0.99820
1,7,0.12330,3.8926,3.8355,0.99790
1,8,0.12326,3.8926,3.8355,0.99760
1,9,0.12323,3.8926,3.8355,0.99730
1,10,0.12319,3.8926,3.8355,0.99700
1,11,0.12315,3.8926,3.8355,0.99670
1,12,0.12312,3.8926,3.8355,0.99640
1,13,0.12308,3.8926,3.8355,0.99610
1,14,0.12304,3.8926,3.8355,0.99580
1,15,0.12300,3.8926,3.8355,0.99550
1,16,0.12297,3.8926,3.8355,0.99520
1,17,0.12293,3.8926,3.8356,0.99490
1,18,0.12289,3.8926,3.8355,0.99460
1,19,0.12286,3.8926,3.8355,0.99430
1,20,0.12282,3.8926,3.8355,0.99400
1,21,0.12278,3.8926,3.8355,0.99370
1,22,0.12274,3.8926,3.8355,0.99340
1,23,0.12271,3.8926,3.8355,0.99310
1,24,0.12267,3.8926,3.8355,0.99280
1,25,0.12263,3.8926,3.8356,0.99250
1,26,0.12260,3.8926,3.8356,0.99220
1,27,0.12256,3.8926,3.8355,0.99190
1,28,0.12252,3.8926,3.8356,0.99160
1,29,0.12249,3.8926,3.8356,0.99130
1,30,0.12245,3.8927,3.8356,0.99100
1,31,0.12241,3.8926,3.8356,0.99070
1,32,0.12237,3.8926,3.8356,0.99040
1,33,0.12234,3.8926,3.8356,0.99010
1,34,0.12230,3.8927,3.8356,0.98980
1,35,0.12226,3.8926,3.8356,0.98950
1,36,0.12223,3.8926,3.8356,0.98920
1,37,0.12219,3.8926,3.8355,0.98890
1,38,0.12215,3.8926,3.8356,0.98860
1,39,0.12211,3.8926,3.8356,0.98830
1,40,0.12208,3.8927,3.8356,0.98800
1,41,0.12204,3.8926,3.8356,0.98770
1,42,0.12200,3.8927,3.8356,0.98740
1,43,0.12197,3.8926,3.8356,0.98710
1,44,0.12193,3.8927,3.8356,0.98680
1,45,0.12189,3.8927,3.8356,0.98650
1,46,0.12186,3.8927,3.8356,0.98620
1,47,0.12182,3.8927,3.8356,0.98590
1,48,0.12178,3.8926,3.8356,0.98560
1,49,0.12174,3.8927,3.8356,0.98530
1,50,0.12171,3.8927,3.8356,0.98500
1,51,0.12167,3.8927,3.8356,0.98470
1,52,0.12163,3.8927,3.8356,0.98440
1,53,0.12160,3.8927,3.8356,0.98410
1,54,0.12156,3.8927,3.8356,0.98380
1,55,0.12152,3.8927,3.8356,0.98350
1,56,0.12148,3.8927,3.8356,0.98320
1,57,0.12145,3.8927,3.8356,0.98290
1,58,0.12141,3.8927,3.8356,0.98260
1,59,0.12137,3.8927,3.8356,0.98230
1,60,0.12134,3.8927,3.8356,0.98200
1,61,0.12130,3.8927,3.8356,0.98170
1,62,0.12126,3.8927,3.8356,0.98140
1,63,0.12123,3.8927,3.8356,0.98110
1,64,0.12119,3.8927,3.8356,0.98080
1,65,0.12115,3.8927,3.8356,0.98050
1,66,0.12111,3.8927,3.8356,0.98020
1,67,0.12108,3.8927,3.8356,0.97990
1,68,0.12104,3.8927,3.8356,0.97960
1,69,0.12100,3.8927,3.8356,0.97930
1,70,0.12097,3.8927,3.8356,0.97900
1,71,0.12093,3.8927,3.8356,0.97870
1,72,0.12089,3.8927,3.8356,0.97840
1,73,0.12085,3.8927,3.8356,0.97810
1,74,0.12082,3.8927,3.8356,0.97780
1,75,0.12078,3.8927,3.8356,0.97750
1,76,0.12074,3.8927,3.8356,0.97720
1,77,0.12071,3.8927,3.8356,0.97690
1,78,0.12067,3.8927,3.8356,0.97660
1,79,0.12063,3.8927,3.8356,0.97630
1,80,0.12059,3.8927,3.8356,0.97600
1,81,0.12056,3.8927,3.8356,0.97570
1,82,0.12052,3.8927,3.8356,0.97540
1,83,0.12048,3.8927,3.8356,0.97510
1,84,0.12045,3.8927,3.8356,0.97480
1,85,0.12041,3.8927,3.8356,0.97450
1,86,0.12037,3.8927,3.8356,0.97420
1,87,0.12034,3.8927,3.8356,0.97390
1,88,0.12030,3.8927,3.8356,0.97360
1,89,0.12026,3.8927,3.8356,0.97330
1,90,0.12022,3.8927,3.8356,0.97300
1,91,0.12019,3.8927,3.8356,0.97270
1,92,0.12015,3.8927,3.8356,0.97240
1,93,0.12011,3.8927,3.8356,0.97210
1,94,0.12008,3.8927,3.8356,0.97180
1,95,0.12004,3.8927,3.8356,0.97150
1,96,0.12000,3.8927,3.8356,0.97120
1,97,0.11996,3.8927,3.8356,0.97090
1,98,0.11993,3.8927,3.8356,0.97060
1,99,0.11989,3.8927,3.8356,0.97030
1,100,0.11985,3.8927,3.8356,0.97000
2,1,0.12374,3.8926,3.8355,0.99970
2,2,0.12370,3.8926,3.8355,0.99940
2,3,0.12366,3.8926,3.8355,0.99910
2,4,0.12363,3.8926,3.8355,0.99880
2,5,0.12359,3.8926,3.8355,0.99850
2,6,0.12355,3.8926,3.8355,0.99820
2,7,0.12352,3.8926,3.8355,0.99790
2,8,0.12348,3.8926,3.8355,0.99760
2,9,0.12344,3.8926,3.8355,0.99730
2,10,0.12340,3.8926,3.8355,0.99700
2,11,0.12337,3.8926,3.8355,0.99670
2,12,0.12333,3.8926,3.8355,0.99640
2,13,0.12329,3.8926,3.8355,0.99610
2,14,0.12326,3.8926,3.8355,0.99580
2,15,0.12322,3.8926,3.8355,0.99550
2,16,0.12318,3.8926,3.8355,0.99520
2,17,0.12314,3.8926,3.8355,0.99490
2,18,0.12311,3.8926,3.8355,0.99460
2,19,0.12307,3.8926,3.8355,0.99430
2,20,0.12303,3.8926,3.8355,0.99400
2,21,0.12300,3.8926,3.8356,0.99370
2,22,0.12296,3.8926,3.8355,0.99340
2,23,0.12292,3.8926,3.8355,0.99310
2,24,0.12288,3.8926,3.8355,0.99280
2,25,0.12285,3.8926,3.8356,0.99250
2,26,0.12281,3.8926,3.8356,0.99220
2,27,0.12277,3.8926,3.8356,0.99190
2,28,0.12274,3.8926,3.8355,0.99160
2,29,0.12270,3.8926,3.8355,0.99130
2,30,0.12266,3.8926,3.8356,0.99100
2,31,0.12262,3.8926,3.8355,0.99070
2,32,0.12259,3.8926,3.8355,0.99040
2,33,0.12255,3.8926,3.8355,0.99010
2,34,0.12251,3.8926,3.8356,0.98980
2,35,0.12248,3.8926,3.8355,0.98950
2,36,0.12244,3.8926,3.8356,0.98920
2,37,0.12240,3.8926,3.8356,0.98890
2,38,0.12236,3.8926,3.8356,0.98860
2,39,0.12233,3.8926,3.8356,0.98830
2,40,0.12229,3.8926,3.8356,0.98800
2,41,0.12225,3.8926,3.8356,0.98770
2,42,0.12222,3.8926,3.8356,0.98740
2,43,0.12218,3.8926,3.8356,0.98710
2,44,0.12214,3.8926,3.8356,0.98680
2,45,0.12210,3.8927,3.8356,0.98650
2,46,0.12207,3.8927,3.8356,0.98620
2,47,0.12203,3.8927,3.8356,0.98590
2,48,0.12199,3.8926,3.8356,0.98560
2,49,0.12196,3.8927,3.8356,0.98530
2,50,0.12192,3.8927,3.8356,0.98500
2,51,0.12188,3.8926,3.8356,0.98470
2,52,0.12184,3.8927,3.8356,0.98440
2,53,0.12181,3.8927,3.8356,0.98410
2,54,0.12177,3.8927,3.8356,0.98380
2,55,0.12173,3.8927,3.8356,0.98350
2,56,0.12170,3.8927,3.8356,0.98320
2,57,0.12166,3.8927,3.8356,0.98290
2,58,0.12162,3.8927,3.8356,0.98260
2,59,0.12158,3.8927,3.8356,0.98230
2,60,0.12155,3.8927,3.8356,0.98200
2,61,0.12151,3.8927,3.8356,0.98170
2,62,0.12147,3.8927,3.8356,0.98140
2,63,0.12144,3.8927,3.8356,0.98110
2,64,0.12140,3.8927,3.8356,0.98080
2,65,0.12136,3.8927,3.8356,0.98050
2,66,0.12132,3.8927,3.8356,0.98020
2,67,0.12129,3.8927,3.8356,0.97990
2,68,0.12125,3.8927,3.8356,0.97960
2,69,0.12121,3.8927,3.8356,0.97930
2,70,0.12118,3.8927,3.8356,0.97900
2,71,0.12114,3.8927,3.8356,0.97870
2,72,0.12110,3.8927,3.8356,0.97840
2,73,0.12106,3.8927,3.8356,0.97810
2,74,0.12103,3.8927,3.8356,0.97780
2,75,0.12099,3.8927,3.8356,0.97750
2,76,0.12095,3.8927,3.8356,0.97720
2,77,0.12092,3.8927,3.8356,0.97690
2,78,0.12088,3.8927,3.8356,0.97660
2,79,0.12084,3.8927,3.8356,0.97630
2,80,0.12080,3.8927,3.8356,0.97600
2,81,0.12077,3.8927,3.8356,0.97570
2,82,0.12073,3.8927,3.8356,0.97540
2,83,0.12069,3.8927,3.8356,0.97510
2,84,0.12066,3.8927,3.8356,0.97480
2,85,0.12062,3.8927,3.8356,0.97450
2,86,0.12058,3.8927,3.8356,0.97420
2,87,0.12054,3.8927,3.8356,0.97390
2,88,0.12051,3.8927,3.8356,0.97360
2,89,0.12047,3.8927,3.8356,0.97330
2,90,0.12043,3.8927,3.8356,0.97300
2,91,0.12040,3.8927,3.8356,0.97270
2,92,0.12036,3.8927,3.8356,0.97240
2,93,0.12032,3.8927,3.8356,0.97210
2,94,0.12028,3.8927,3.8356,0.97180
2,95,0.12025,3.8927,3.8356,0.97150
2,96,0.12021,3.8927,3.8356,0.97120
2,97,0.12017,3.8927,3.8356,0.97090
2,98,0.12014,3.8927,3.8356,0.97060
2,99,0.12010,3.8927,3.8356,0.97030
2,100,0.12006,3.8927,3.8356,0.97000
3,1,0.12383,3.8926,3.8355,0.99970
3,2,0.12379,3.8926,3.8355,0.99940
3,3,0.12375,3.8926,3.8355,0.99910
3,4,0.12371,3.8926,3.8355,0.99880
3,5,0.12368,3.8926,3.8355,0.99850
3,6,0.12364,3.8926,3.8355,0.99820
3,7,0.12360,3.8926,3.8355,0.99790
3,8,0.12357,3.8926,3.8355,0.99760
3,9,0.12353,3.8926,3.8355,0.99730
3,10,0.12349,3.8926,3.8355,0.99700
3,11,0.12345,3.8926,3.8355,0.99670
3,12,0.12342,3.8926,3.8355,0.99640
3,13,0.12338,3.8926,3.8355,0.99610
3,14,0.12334,3.8926,3.8355,0.99580
3,15,0.12330,3.8926,3.8355,0.99550
3,16,0.12327,3.8926,3.8355,0.99520
3,17,0.12323,3.8926,3.8355,0.99490
3,18,0.12319,3.8926,3.8355,0.99460
3,19,0.12316,3.8926,3.8355,0.99430
3,20,0.12312,3.8926,3.8355,0.99400
3,21,0.12308,3.8926,3.8355,0.99370
3,22,0.12304,3.8926,3.8355,0.99340
3,23,0.12301,3.8926,3.8356,0.99310
3,24,0.12297,3.8926,3.8356,0.99280
3,25,0.12293,3.8926,3.8355,0.99250
3,26,0.12290,3.8926,3.8355,0.99220
3,27,0.12286,3.8926,3.8355,0.99190
3,28,0.12282,3.8926,3.8355,0.99160
3,29,0.12278,3.8926,3.8355,0.99130
3,30,0.12275,3.8926,3.8355,0.99100
3,31,0.12271,3.8926,3.8355,0.99070
3,32,0.12267,3.8926,3.8356,0.99040
3,33,0.12264,3.8926,3.8356,0.99010
3,34,0.12260,3.8926,3.8356,0.98980
3,35,0.12256,3.8926,3.8355,0.98950
3,36,0.12252,3.8926,3.8356,0.98920
3,37,0.12249,3.8926,3.8356,0.98890
3,38,0.12245,3.8926,3.8356,0.98860
3,39,0.12241,3.8926,3.8356,0.98830
3,40,0.12238,3.8926,3.8356,0.98800
3,41,0.12234,3.8926,3.8356,0.98770
3,42,0.12230,3.8927,3.8356,0.98740
3,43,0.12226,3.8926,3.8356,0.98710
3,44,0.12223,3.8926,3.8356,0.98680
3,45,0.12219,3.8926,3.8356,0.98650
3,46,0.12215,3.8926,3.8356,0.98620
3,47,0.12212,3.8926,3.8356,0.98590
3,48,0.12208,3.8927,3.8356,0.98560
3,49,0.12204,3.8926,3.8356,0.98530
3,50,0.12200,3.8926,3.8356,0.98500
3,51,0.12197,3.8926,3.8356,0.98470
3,52,0.12193,3.8927,3.8356,0.98440
3,53,0.12189,3.8926,3.8356,0.98410
3,54,0.12186,3.8926,3.8356,0.98380
3,55,0.12182,3.8927,3.8356,0.98350
3,56,0.12178,3.8927,3.8356,0.98320
3,57,0.12174,3.8927,3.8356,0.98290
3,58,0.12171,3.8927,3.8356,0.98260
3,59,0.12167,3.8927,3.8356,0.98230
3,60,0.12163,3.8927,3.8356,0.98200
3,61,0.12160,3.8927,3.8356,0.98170
3,62,0.12156,3.8927,3.8356,0.98140
3,63,0.12152,3.8927,3.8356,0.98110
3,64,0.12148,3.8927,3.8356,0.98080
3,65,0.12145,3.8927,3.8356,0.98050
3,66,0.12141,3.8927,3.8356,0.98020
3,67,0.12137,3.8927,3.8356,0.97990
3,68,0.12134,3.8927,3.8356,0.97960
3,69,0.12130,3.8927,3.8356,0.97930
3,70,0.12126,3.8927,3.8356,0.97900
3,71,0.12122,3.8927,3.8356,0.97870
3,72,0.12119,3.8927,3.8356,0.97840
3,73,0.12115,3.8927,3.8356,0.97810
3,74,0.12111,3.8927,3.8356,0.97780
3,75,0.12108,3.8927,3.8356,0.97750
3,76,0.12104,3.8927,3.8356,0.97720
3,77,0.12100,3.8927,3.8356,0.97690
3,78,0.12096,3.8927,3.8356,0.97660
3,79,0.12093,3.8927,3.8356,0.97630
3,80,0.12089,3.8927,3.8356,0.97600
3,81,0.12085,3.8927,3.8356,0.97570
3,82,0.12082,3.8927,3.8356,0.97540
3,83,0.12078,3.8927,3.8356,0.97510
3,84,0.12074,3.8927,3.8356,0.97480
3,85,0.12070,3.8927,3.8356,0.97450
3,86,0.12067,3.8927,3.8356,0.97420
3,87,0.12063,3.8927,3.8356,0.97390
3,88,0.12059,3.8927,3.8356,0.97360
3,89,0.12056,3.8927,3.8356,0.97330
3,90,0.12052,3.8927,3.8356,0.97300
3,91,0.12048,3.8927,3.8356,0.97270
3,92,0.12044,3.8927,3.8356,0.97240
3,93,0.12041,3.8927,3.8356,0.97210
3,94,0.12037,3.8927,3.8356,0.97180
3,95,0.12033,3.8927,3.8356,0.97150
3,96,0.12030,3.8927,3.8356,0.97120
3,97,0.12026,3.8927,3.8356,0.97090
3,98,0.12022,3.8927,3.8356,0.97060
3,99,0.12018,3.8927,3.8356,0.97030
3,100,0.12015,3.8927,3.8356,0.97000
4,1,0.12327,3.8926,3.8355,0.99970
4,2,0.12324,3.8926,3.8355,0.99940
4,3,0.12320,3.8926,3.8355,0.99910
4,4,0.12316,3.8926,3.8355,0.99880
4,5,0.12313,3.8926,3.8355,0.99850
4,6,0.12309,3.8926,3.8355,0.99820
4,7,0.12305,3.8926,3.8355,0.99790
4,8,0.12301,3.8926,3.8355,0.99760
4,9,0.12298,3.8926,3.8355,0.99730
4,10,0.12294,3.8926,3.8355,0.99700
4,11,0.12290,3.8926,3.8355,0.99670
4,12,0.12287,3.8926,3.8355,0.99640
4,13,0.12283,3.8926,3.8355,0.99610
4,14,0.12279,3.8926,3.8355,0.99580
4,15,0.12276,3.8926,3.8356,0.99550
4,16,0.12272,3.8926,3.8355,0.99520
4,17,0.12268,3.8926,3.8356,0.99490
4,18,0.12264,3.8926,3.8355,0.99460
4,19,0.12261,3.8926,3.8356,0.99430
4,20,0.12257,3.8926,3.8356,0.99400
4,21,0.12253,3.8926,3.8356,0.99370
4,22,0.12250,3.8926,3.8356,0.99340
4,23,0.12246,3.8926,3.8356,0.99310
4,24,0.12242,3.8926,3.8356,0.99280
4,25,0.12239,3.8926,3.8356,0.99250
4,26,0.12235,3.8926,3.8356,0.99220
4,27,0.12231,3.8926,3.8355,0.99190
4,28,0.12227,3.8926,3.8356,0.99160
4,29,0.12224,3.8926,3.8355,0.99130
4,30,0.12220,3.8926,3.8356,0.99100
4,31,0.12216,3.8926,3.8356,0.99070
4,32,0.12213,3.8927,3.8356,0.99040
4,33,0.12209,3.8926,3.8356,0.99010
4,34,0.12205,3.8927,3.8356,0.98980
4,35,0.12202,3.8927,3.8356,0.98950
4,36,0.12198,3.8926,3.8356,0.98920
4,37,0.12194,3.8926,3.8356,0.98890
4,38,0.12190,3.8927,3.8356,0.98860
4,39,0.12187,3.8926,3.8356,0.98830
4,40,0.12183,3.8926,3.8356,0.98800
4,41,0.12179,3.8926,3.8356,0.98770
4,42,0.12176,3.8927,3.8356,0.98740
4,43,0.12172,3.8926,3.8356,0.98710
4,44,0.12168,3.8927,3.8356,0.98680
4,45,0.12165,3.8927,3.8356,0.98650
4,46,0.12161,3.8927,3.8356,0.98620
4,47,0.12157,3.8927,3.8356,0.98590
4,48,0.12153,3.8927,3.8356,0.98560
4,49,0.12150,3.8927,3.8356,0.98530
4,50,0.12146,3.8927,3.8356,0.98500
4,51,0.12142,3.8927,3.8356,0.98470
4,52,0.12139,3.8927,3.8356,0.98440
4,53,0.12135,3.8927,3.8356,0.98410
4,54,0.12131,3.8927,3.8356,0.98380
4,55,0.12128,3.8927,3.8356,0.98350
4,56,0.12124,3.8927,3.8356,0.98320
4,57,0.12120,3.8927,3.8356,0.98290
4,58,0.12117,3.8927,3.8356,0.98260
4,59,0.12113,3.8927,3.8356,0.98230
4,60,0.12109,3.8927,3.8356,0.98200
4,61,0.12105,3.8927,3.8356,0.98170
4,62,0.12102,3.8927,3.8356,0.98140
4,63,0.12098,3.8927,3.8356,0.98110
4,64,0.12094,3.8927,3.8356,0.98080
4,65,0.12091,3.8927,3.8356,0.98050
4,66,0.12087,3.8927,3.8356,0.98020
4,67,0.12083,3.8927,3.8356,0.97990
4,68,0.12080,3.8927,3.8356,0.97960
4,69,0.12076,3.8927,3.8356,0.97930
4,70,0.12072,3.8927,3.8356,0.97900
4,71,0.12068,3.8927,3.8356,0.97870
4,72,0.12065,3.8927,3.8356,0.97840
4,73,0.12061,3.8927,3.8356,0.97810
4,74,0.12057,3.8927,3.8356,0.97780
4,75,0.12054,3.8927,3.8356,0.97750
4,76,0.12050,3.8927,3.8356,0.97720
4,77,0.12046,3.8927,3.8356,0.97690
4,78,0.12043,3.8927,3.8356,0.97660
4,79,0.12039,3.8927,3.8356,0.97630
4,80,0.12035,3.8927,3.8356,0.97600
4,81,0.12031,3.8927,3.8356,0.97570
4,82,0.12028,3.8927,3.8356,0.97540
4,83,0.12024,3.8927,3.8356,0.97510
4,84,0.12020,3.8927,3.8356,0.97480
4,85,0.12017,3.8927,3.8356,0.97450
4,86,0.12013,3.8927,3.8356,0.97420
4,87,0.12009,3.8927,3.8356,0.97390
4,88,0.12006,3.8927,3.8356,0.97360
4,89,0.12002,3.8927,3.8356,0.97330
4,90,0.11998,3.8927,3.8356,0.97300
4,91,0.11994,3.8927,3.8356,0.97270
4,92,0.11991,3.8927,3.8356,0.97240
4,93,0.11987,3.8927,3.8356,0.97210
4,94,0.11983,3.8927,3.8356,0.97180
4,95,0.11980,3.8927,3.8356,0.97150
4,96,0.11976,3.8927,3.8356,0.97120
4,97,0.11972,3.8927,3.8356,0.97090
4,98,0.11969,3.8927,3.8356,0.97060
4,99,0.11965,3.8927,3.8356,0.97030
4,100,0.11961,3.8927,3.8356,0.97000
5,1,0.12356,3.8926,3.8355,0.99970
5,2,0.12353,3.8926,3.8355,0.99940
5,3,0.12349,3.8926,3.8355,0.99910
5,4,0.12345,3.8926,3.8355,0.99880
5,5,0.12342,3.8926,3.8355,0.99850
5,6,0.12338,3.8926,3.8355,0.99820
5,7,0.12334,3.8926,3.8355,0.99790
5,8,0.12330,3.8926,3.8355,0.99760
5,9,0.12327,3.8926,3.8355,0.99730
5,10,0.12323,3.8926,3.8355,0.99700
5,11,0.12319,3.8926,3.8355,0.99670
5,12,0.12316,3.8926,3.8355,0.99640
5,13,0.12312,3.8926,3.8355,0.99610
5,14,0.12308,3.8926,3.8355,0.99580
5,15,0.12305,3.8926,3.8355,0.99550
5,16,0.12301,3.8926,3.8355,0.99520
5,17,0.12297,3.8926,3.8355,0.99490
5,18,0.12293,3.8926,3.8355,0.99460
5,19,0.12290,3.8926,3.8355,0.99430
5,20,0.12286,3.8926,3.8355,0.99400
5,21,0.12282,3.8926,3.8355,0.99370
5,22,0.12279,3.8926,3.8355,0.99340
5,23,0.12275,3.8926,3.8355,0.99310
5,24,0.12271,3.8926,3.8355,0.99280
5,25,0.12267,3.8926,3.8355,0.99250
5,26,0.12264,3.8926,3.8355,0.99220
5,27,0.12260,3.8926,3.8355,0.99190
5,28,0.12256,3.8926,3.8356,0.99160
5,29,0.12253,3.8926,3.8355,0.99130
5,30,0.12249,3.8926,3.8355,0.99100
5,31,0.12245,3.8926,3.8356,0.99070
5,32,0.12241,3.8926,3.8356,0.99040
5,33,0.12238,3.8926,3.8356,0.99010
5,34,0.12234,3.8927,3.8356,0.98980
5,35,0.12230,3.8927,3.8356,0.98950
5,36,0.12227,3.8926,3.8356,0.98920
5,37,0.12223,3.8927,3.8356,0.98890
5,38,0.12219,3.8926,3.8356,0.98860
5,39,0.12216,3.8926,3.8356,0.98830
5,40,0.12212,3.8927,3.8356,0.98800
5,41,0.12208,3.8926,3.8356,0.98770
5,42,0.12204,3.8927,3.8356,0.98740
5,43,0.12201,3.8927,3.8356,0.98710
5,44,0.12197,3.8927,3.8356,0.98680
5,45,0.12193,3.8926,3.8356,0.98650
5,46,0.12190,3.8926,3.8356,0.98620
5,47,0.12186,3.8927,3.8356,0.98590
5,48,0.12182,3.8927,3.8356,0.98560
5,49,0.12178,3.8926,3.8356,0.98530
5,50,0.12175,3.8927,3.8356,0.98500
5,51,0.12171,3.8927,3.8356,0.98470
5,52,0.12167,3.8927,3.8356,0.98440
5,53,0.12164,3.8927,3.8356,0.98410
5,54,0.12160,3.8927,3.8356,0.98380
5,55,0.12156,3.8927,3.8356,0.98350
5,56,0.12152,3.8927,3.8356,0.98320
5,57,0.12149,3.8927,3.8356,0.98290
5,58,0.12145,3.8927,3.8356,0.98260
5,59,0.12141,3.8927,3.8356,0.98230
5,60,0.12138,3.8927,3.8356,0.98200
5,61,0.12134,3.8927,3.8356,0.98170
5,62,0.12130,3.8927,3.8356,0.98140
5,63,0.12127,3.8927,3.8356,0.98110
5,64,0.12123,3.8927,3.8356,0.98080
5,65,0.12119,3.8927,3.8356,0.98050
5,66,0.12115,3.8927,3.8356,0.98020
5,67,0.12112,3.8927,3.8356,0.97990
5,68,0.12108,3.8927,3.8356,0.97960
5,69,0.12104,3.8927,3.8356,0.97930
5,70,0.12101,3.8927,3.8356,0.97900
5,71,0.12097,3.8927,3.8356,0.97870
5,72,0.12093,3.8927,3.8356,0.97840
5,73,0.12089,3.8927,3.8356,0.97810
5,74,0.12086,3.8927,3.8356,0.97780
5,75,0.12082,3.8927,3.8356,0.97750
5,76,0.12078,3.8927,3.8356,0.97720
5,77,0.12075,3.8927,3.8356,0.97690
5,78,0.12071,3.8927,3.8356,0.97660
5,79,0.12067,3.8927,3.8356,0.97630
5,80,0.12063,3.8927,3.8356,0.97600
